Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
2551,18-04-2022 03:00,04-17-2022 06:00,17-04-2022 07:43,Agra,567,FRAUD,67,F,None,Other Crime,11,No,
2552,19-04-2022 17:00,04-17-2022 07:00,17-04-2022 17:05,Hyderabad,362,IDENTITY THEFT,17,F,Explosives,Violent Crime,1,Yes,06-05-2022 17:00
2553,19-04-2022 22:00,04-17-2022 08:00,18-04-2022 07:42,Bangalore,502,FRAUD,42,X,Blunt Object,Other Crime,14,Yes,13-06-2022 22:00
2554,17-04-2022 17:00,04-17-2022 09:00,17-04-2022 21:50,Agra,204,ILLEGAL POSSESSION,44,X,Firearm,Other Crime,1,Yes,20-06-2022 17:00
2555,19-04-2022 22:00,04-17-2022 10:00,18-04-2022 01:40,Surat,153,HOMICIDE,44,X,Firearm,Other Crime,18,No,
2556,19-04-2022 00:00,04-17-2022 11:00,17-04-2022 11:34,Delhi,416,FIREARM OFFENSE,10,F,Knife,Fire Accident,6,No,
2557,18-04-2022 08:00,04-17-2022 12:00,17-04-2022 12:57,Bangalore,533,DRUG OFFENSE,78,M,Blunt Object,Other Crime,1,Yes,12-05-2022 08:00
2558,19-04-2022 13:00,04-17-2022 13:00,17-04-2022 21:42,Hyderabad,587,COUNTERFEITING,76,M,Knife,Other Crime,1,No,
2559,18-04-2022 03:00,04-17-2022 14:00,17-04-2022 17:47,Mumbai,198,HOMICIDE,64,M,Blunt Object,Other Crime,2,No,
2560,20-04-2022 02:00,04-17-2022 15:00,17-04-2022 20:26,Bangalore,221,ROBBERY,17,M,None,Violent Crime,10,Yes,11-10-2022 02:00
2561,17-04-2022 18:00,04-17-2022 16:00,18-04-2022 09:46,Delhi,494,KIDNAPPING,16,M,None,Other Crime,3,Yes,23-06-2022 18:00
2562,19-04-2022 07:00,04-17-2022 17:00,18-04-2022 06:50,Visakhapatnam,268,SEXUAL ASSAULT,49,M,None,Violent Crime,3,Yes,06-03-2023 07:00
2563,19-04-2022 08:00,04-17-2022 18:00,18-04-2022 17:17,Pune,376,CYBERCRIME,35,F,None,Other Crime,16,No,
2564,20-04-2022 05:00,04-17-2022 19:00,18-04-2022 03:48,Surat,580,FIREARM OFFENSE,48,X,Knife,Fire Accident,10,Yes,28-06-2022 05:00
2565,19-04-2022 14:00,04-17-2022 20:00,18-04-2022 01:33,Surat,429,DOMESTIC VIOLENCE,78,F,Blunt Object,Violent Crime,11,Yes,07-07-2022 14:00
2566,18-04-2022 20:00,04-17-2022 21:00,17-04-2022 23:41,Delhi,453,COUNTERFEITING,55,M,Knife,Other Crime,1,No,
2567,19-04-2022 08:00,04-17-2022 22:00,18-04-2022 21:50,Kolkata,425,DOMESTIC VIOLENCE,73,M,Knife,Violent Crime,9,No,
2568,20-04-2022 10:00,04-17-2022 23:00,18-04-2022 14:53,Mumbai,384,HOMICIDE,44,F,None,Other Crime,8,No,
2569,18-04-2022 01:00,04-18-2022 00:00,18-04-2022 18:32,Ludhiana,432,SHOPLIFTING,45,F,Firearm,Other Crime,6,No,
2570,20-04-2022 05:00,04-18-2022 01:00,18-04-2022 01:40,Agra,398,COUNTERFEITING,10,F,Blunt Object,Other Crime,1,No,
2571,20-04-2022 02:00,04-18-2022 02:00,18-04-2022 03:18,Pune,440,ILLEGAL POSSESSION,55,F,Explosives,Other Crime,19,No,
2572,20-04-2022 16:00,04-18-2022 03:00,18-04-2022 10:48,Mumbai,175,DOMESTIC VIOLENCE,54,M,Blunt Object,Violent Crime,7,No,
2573,19-04-2022 12:00,04-18-2022 04:00,18-04-2022 09:14,Agra,251,EXTORTION,70,X,Explosives,Other Crime,8,Yes,09-07-2022 12:00
2574,20-04-2022 00:00,04-18-2022 05:00,18-04-2022 20:27,Chennai,166,IDENTITY THEFT,56,F,Knife,Violent Crime,11,No,
2575,18-04-2022 07:00,04-18-2022 06:00,18-04-2022 07:15,Faridabad,435,DOMESTIC VIOLENCE,69,X,Explosives,Violent Crime,18,No,
2576,20-04-2022 09:00,04-18-2022 07:00,19-04-2022 05:46,Mumbai,300,BURGLARY,57,X,Explosives,Other Crime,15,Yes,23-07-2022 09:00
2577,20-04-2022 14:00,04-18-2022 08:00,19-04-2022 01:11,Mumbai,119,BURGLARY,17,X,Blunt Object,Other Crime,3,No,
2578,18-04-2022 19:00,04-18-2022 09:00,19-04-2022 05:35,Mumbai,459,ROBBERY,40,F,Blunt Object,Violent Crime,15,Yes,17-08-2022 19:00
2579,18-04-2022 19:00,04-18-2022 10:00,18-04-2022 21:35,Chennai,364,EXTORTION,12,M,Other,Other Crime,2,Yes,14-07-2022 19:00
2580,18-04-2022 19:00,04-18-2022 11:00,18-04-2022 22:59,Delhi,558,COUNTERFEITING,63,F,Knife,Other Crime,5,Yes,10-05-2022 19:00
2581,18-04-2022 15:00,04-18-2022 12:00,18-04-2022 21:24,Kolkata,520,ILLEGAL POSSESSION,17,M,Explosives,Other Crime,3,Yes,27-05-2022 15:00
2582,19-04-2022 11:00,04-18-2022 13:00,19-04-2022 00:08,Delhi,289,VANDALISM,74,X,Explosives,Other Crime,7,Yes,22-06-2022 11:00
2583,20-04-2022 12:00,04-18-2022 14:00,19-04-2022 13:38,Kanpur,492,CYBERCRIME,60,F,None,Other Crime,5,No,
2584,19-04-2022 05:00,04-18-2022 15:00,19-04-2022 06:04,Chennai,183,BURGLARY,58,X,Explosives,Other Crime,5,Yes,14-09-2022 05:00
2585,21-04-2022 09:00,04-18-2022 16:00,19-04-2022 12:38,Mumbai,265,IDENTITY THEFT,31,M,Poison,Violent Crime,6,Yes,07-07-2022 09:00
2586,20-04-2022 13:00,04-18-2022 17:00,19-04-2022 00:09,Chennai,230,ROBBERY,11,X,Knife,Violent Crime,17,Yes,01-09-2022 13:00
2587,19-04-2022 03:00,04-18-2022 18:00,19-04-2022 12:44,Delhi,546,TRAFFIC VIOLATION,58,X,Blunt Object,Traffic Fatality,14,Yes,06-05-2022 03:00
2588,20-04-2022 15:00,04-18-2022 19:00,19-04-2022 08:31,Nagpur,452,SHOPLIFTING,49,F,Knife,Other Crime,5,Yes,20-05-2022 15:00
2589,21-04-2022 19:00,04-18-2022 20:00,19-04-2022 03:33,Mumbai,428,VEHICLE - STOLEN,38,F,Poison,Violent Crime,10,No,
2590,21-04-2022 06:00,04-18-2022 21:00,19-04-2022 02:50,Kolkata,196,BURGLARY,73,X,Firearm,Other Crime,3,Yes,15-10-2022 06:00
2591,20-04-2022 16:00,04-18-2022 22:00,19-04-2022 09:34,Delhi,364,TRAFFIC VIOLATION,27,X,None,Traffic Fatality,7,No,
2592,19-04-2022 19:00,04-18-2022 23:00,19-04-2022 19:59,Delhi,195,ASSAULT,17,M,Firearm,Violent Crime,4,Yes,28-04-2022 19:00
2593,21-04-2022 13:00,04-19-2022 00:00,19-04-2022 07:39,Mumbai,227,VANDALISM,63,F,None,Other Crime,16,No,
2594,20-04-2022 20:00,04-19-2022 01:00,19-04-2022 06:04,Pune,340,BURGLARY,31,F,None,Other Crime,8,Yes,09-08-2022 20:00
2595,19-04-2022 13:00,04-19-2022 02:00,20-04-2022 01:53,Delhi,106,CYBERCRIME,64,M,None,Other Crime,15,No,
2596,20-04-2022 13:00,04-19-2022 03:00,19-04-2022 18:34,Pune,522,ARSON,64,M,Poison,Fire Accident,12,Yes,02-07-2022 13:00
2597,22-04-2022 02:00,04-19-2022 04:00,19-04-2022 13:41,Lucknow,468,HOMICIDE,38,X,Other,Other Crime,13,No,
2598,20-04-2022 12:00,04-19-2022 05:00,20-04-2022 03:32,Bangalore,578,IDENTITY THEFT,34,F,Firearm,Violent Crime,1,No,
2599,21-04-2022 12:00,04-19-2022 06:00,19-04-2022 19:33,Nagpur,539,IDENTITY THEFT,39,X,None,Violent Crime,9,Yes,23-06-2022 12:00
2600,21-04-2022 01:00,04-19-2022 07:00,20-04-2022 02:33,Kolkata,395,EXTORTION,68,X,Knife,Other Crime,12,Yes,09-05-2022 01:00
2601,19-04-2022 23:00,04-19-2022 08:00,19-04-2022 20:45,Hyderabad,119,BURGLARY,25,X,Other,Other Crime,5,Yes,01-10-2022 23:00
2602,19-04-2022 13:00,04-19-2022 09:00,19-04-2022 23:06,Delhi,163,PUBLIC INTOXICATION,63,F,Blunt Object,Other Crime,3,No,
2603,22-04-2022 06:00,04-19-2022 10:00,20-04-2022 07:01,Ahmedabad,463,VANDALISM,30,X,Firearm,Other Crime,5,Yes,11-07-2022 06:00
2604,22-04-2022 06:00,04-19-2022 11:00,19-04-2022 13:44,Kolkata,225,CYBERCRIME,34,F,Blunt Object,Other Crime,3,No,
2605,19-04-2022 16:00,04-19-2022 12:00,20-04-2022 09:18,Rajkot,390,COUNTERFEITING,56,F,Poison,Other Crime,17,Yes,27-04-2022 16:00
2606,21-04-2022 03:00,04-19-2022 13:00,20-04-2022 07:07,Thane,129,KIDNAPPING,38,M,Knife,Other Crime,19,Yes,05-05-2022 03:00
2607,20-04-2022 15:00,04-19-2022 14:00,20-04-2022 00:11,Bangalore,352,SHOPLIFTING,79,M,Knife,Other Crime,6,Yes,04-05-2022 15:00
2608,22-04-2022 08:00,04-19-2022 15:00,19-04-2022 18:34,Hyderabad,584,FIREARM OFFENSE,14,X,Poison,Fire Accident,19,Yes,19-05-2022 08:00
2609,21-04-2022 17:00,04-19-2022 16:00,19-04-2022 16:28,Ahmedabad,361,IDENTITY THEFT,65,X,Firearm,Violent Crime,12,No,
2610,19-04-2022 21:00,04-19-2022 17:00,20-04-2022 04:43,Pune,453,ASSAULT,61,X,Firearm,Violent Crime,3,No,
2611,22-04-2022 13:00,04-19-2022 18:00,20-04-2022 12:52,Delhi,491,DRUG OFFENSE,77,M,Explosives,Other Crime,7,No,
2612,19-04-2022 22:00,04-19-2022 19:00,19-04-2022 21:16,Chennai,337,ARSON,70,X,Explosives,Fire Accident,9,Yes,29-05-2022 22:00
2613,22-04-2022 04:00,04-19-2022 20:00,20-04-2022 05:21,Kanpur,255,ASSAULT,47,F,Other,Violent Crime,8,No,
2614,21-04-2022 13:00,04-19-2022 21:00,20-04-2022 07:29,Mumbai,370,IDENTITY THEFT,20,F,Blunt Object,Violent Crime,10,No,
2615,22-04-2022 01:00,04-19-2022 22:00,20-04-2022 14:10,Kanpur,335,EXTORTION,74,X,None,Other Crime,16,No,
2616,22-04-2022 15:00,04-19-2022 23:00,20-04-2022 22:49,Pune,218,ILLEGAL POSSESSION,68,M,Poison,Other Crime,13,No,
2617,22-04-2022 06:00,04-20-2022 00:00,20-04-2022 07:05,Nashik,240,VEHICLE - STOLEN,25,X,Knife,Violent Crime,11,No,
2618,22-04-2022 21:00,04-20-2022 01:00,20-04-2022 18:00,Chennai,129,DOMESTIC VIOLENCE,29,F,Explosives,Violent Crime,6,No,
2619,22-04-2022 11:00,04-20-2022 02:00,20-04-2022 17:41,Delhi,462,PUBLIC INTOXICATION,18,F,Blunt Object,Other Crime,13,Yes,04-05-2022 11:00
2620,21-04-2022 06:00,04-20-2022 03:00,20-04-2022 12:02,Surat,329,SHOPLIFTING,39,F,Firearm,Other Crime,8,Yes,08-07-2022 06:00
2621,21-04-2022 04:00,04-20-2022 04:00,20-04-2022 23:24,Nashik,319,COUNTERFEITING,59,X,Knife,Other Crime,5,No,
2622,21-04-2022 03:00,04-20-2022 05:00,20-04-2022 11:42,Vasai,116,KIDNAPPING,26,X,Other,Other Crime,11,Yes,26-06-2022 03:00
2623,22-04-2022 11:00,04-20-2022 06:00,20-04-2022 19:02,Mumbai,343,BURGLARY,70,M,Blunt Object,Other Crime,18,Yes,03-10-2022 11:00
2624,21-04-2022 05:00,04-20-2022 07:00,20-04-2022 22:04,Jaipur,241,COUNTERFEITING,54,X,Explosives,Other Crime,10,No,
2625,21-04-2022 05:00,04-20-2022 08:00,21-04-2022 02:05,Visakhapatnam,406,ARSON,27,X,None,Fire Accident,13,No,
2626,21-04-2022 03:00,04-20-2022 09:00,20-04-2022 18:22,Hyderabad,455,SHOPLIFTING,38,X,Firearm,Other Crime,16,No,
2627,23-04-2022 09:00,04-20-2022 10:00,21-04-2022 07:46,Srinagar,420,FIREARM OFFENSE,15,X,Explosives,Fire Accident,4,No,
2628,22-04-2022 19:00,04-20-2022 11:00,20-04-2022 23:59,Patna,310,ASSAULT,14,M,Poison,Violent Crime,9,Yes,01-07-2022 19:00
2629,23-04-2022 02:00,04-20-2022 12:00,20-04-2022 22:28,Kolkata,122,TRAFFIC VIOLATION,11,X,Blunt Object,Traffic Fatality,4,Yes,02-05-2022 02:00
2630,22-04-2022 11:00,04-20-2022 13:00,21-04-2022 02:54,Chennai,191,HOMICIDE,10,X,None,Other Crime,15,No,
2631,20-04-2022 15:00,04-20-2022 14:00,20-04-2022 18:34,Jaipur,437,CYBERCRIME,30,F,None,Other Crime,16,Yes,18-07-2022 15:00
2632,21-04-2022 11:00,04-20-2022 15:00,20-04-2022 15:38,Hyderabad,521,KIDNAPPING,32,F,Explosives,Other Crime,11,No,
2633,23-04-2022 14:00,04-20-2022 16:00,21-04-2022 00:40,Kanpur,496,ASSAULT,73,F,Knife,Violent Crime,12,Yes,08-07-2022 14:00
2634,20-04-2022 22:00,04-20-2022 17:00,21-04-2022 12:43,Meerut,215,ROBBERY,52,F,Poison,Violent Crime,16,No,
2635,22-04-2022 23:00,04-20-2022 18:00,21-04-2022 08:30,Hyderabad,479,PUBLIC INTOXICATION,47,F,Knife,Other Crime,8,No,
2636,20-04-2022 23:00,04-20-2022 19:00,21-04-2022 02:38,Delhi,315,PUBLIC INTOXICATION,19,F,Other,Other Crime,19,Yes,21-04-2022 23:00
2637,22-04-2022 14:00,04-20-2022 20:00,21-04-2022 08:30,Ahmedabad,137,SHOPLIFTING,41,X,Poison,Other Crime,9,Yes,06-05-2022 14:00
2638,21-04-2022 20:00,04-20-2022 21:00,21-04-2022 05:44,Delhi,236,SHOPLIFTING,26,M,Blunt Object,Other Crime,9,No,
2639,22-04-2022 18:00,04-20-2022 22:00,21-04-2022 18:37,Visakhapatnam,405,BURGLARY,76,X,Knife,Other Crime,11,Yes,25-09-2022 18:00
2640,22-04-2022 20:00,04-20-2022 23:00,21-04-2022 00:04,Delhi,131,FIREARM OFFENSE,33,F,Explosives,Fire Accident,3,No,
2641,23-04-2022 04:00,04-21-2022 00:00,21-04-2022 23:55,Pune,136,HOMICIDE,33,M,Blunt Object,Other Crime,6,No,
2642,22-04-2022 11:00,04-21-2022 01:00,21-04-2022 07:32,Mumbai,517,BURGLARY,73,M,Blunt Object,Other Crime,5,No,
2643,22-04-2022 06:00,04-21-2022 02:00,21-04-2022 09:55,Ahmedabad,301,KIDNAPPING,26,X,Knife,Other Crime,7,Yes,13-07-2022 06:00
2644,22-04-2022 00:00,04-21-2022 03:00,21-04-2022 03:54,Pune,202,HOMICIDE,28,F,Blunt Object,Other Crime,5,No,
2645,23-04-2022 16:00,04-21-2022 04:00,22-04-2022 03:08,Hyderabad,428,DOMESTIC VIOLENCE,66,X,Poison,Violent Crime,13,No,
2646,21-04-2022 08:00,04-21-2022 05:00,21-04-2022 11:10,Ahmedabad,476,IDENTITY THEFT,42,F,Firearm,Violent Crime,7,No,
2647,22-04-2022 19:00,04-21-2022 06:00,21-04-2022 20:01,Delhi,474,FRAUD,41,F,Explosives,Other Crime,6,No,
2648,22-04-2022 01:00,04-21-2022 07:00,22-04-2022 03:06,Chennai,389,VEHICLE - STOLEN,23,M,Knife,Violent Crime,19,Yes,30-06-2022 01:00
2649,23-04-2022 15:00,04-21-2022 08:00,21-04-2022 08:59,Meerut,312,VEHICLE - STOLEN,10,X,Blunt Object,Violent Crime,1,No,
2650,22-04-2022 06:00,04-21-2022 09:00,21-04-2022 23:29,Kolkata,203,HOMICIDE,74,F,Knife,Other Crime,1,No,
2651,23-04-2022 06:00,04-21-2022 10:00,21-04-2022 11:25,Mumbai,177,SEXUAL ASSAULT,64,X,Explosives,Violent Crime,1,Yes,29-04-2023 06:00
2652,21-04-2022 20:00,04-21-2022 11:00,22-04-2022 10:04,Chennai,268,IDENTITY THEFT,31,M,Knife,Violent Crime,1,No,
2653,22-04-2022 09:00,04-21-2022 12:00,21-04-2022 16:02,Kolkata,480,VANDALISM,49,M,Explosives,Other Crime,14,Yes,29-06-2022 09:00
2654,22-04-2022 13:00,04-21-2022 13:00,22-04-2022 10:46,Bhopal,517,KIDNAPPING,15,M,None,Other Crime,7,No,
2655,22-04-2022 16:00,04-21-2022 14:00,21-04-2022 17:03,Kalyan,126,FRAUD,39,M,Blunt Object,Other Crime,11,No,
2656,22-04-2022 19:00,04-21-2022 15:00,22-04-2022 04:09,Patna,559,KIDNAPPING,29,X,Blunt Object,Other Crime,8,No,
2657,22-04-2022 02:00,04-21-2022 16:00,22-04-2022 06:16,Nagpur,168,TRAFFIC VIOLATION,36,F,None,Traffic Fatality,9,No,
2658,21-04-2022 23:00,04-21-2022 17:00,22-04-2022 07:15,Bangalore,170,SEXUAL ASSAULT,35,X,None,Violent Crime,13,No,
2659,22-04-2022 16:00,04-21-2022 18:00,22-04-2022 12:34,Ahmedabad,197,DRUG OFFENSE,35,X,Poison,Other Crime,10,Yes,07-07-2022 16:00
2660,23-04-2022 19:00,04-21-2022 19:00,22-04-2022 00:44,Nagpur,217,FRAUD,41,F,Poison,Other Crime,10,Yes,18-07-2022 19:00
2661,24-04-2022 17:00,04-21-2022 20:00,22-04-2022 09:20,Mumbai,152,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,12,Yes,19-07-2022 17:00
2662,22-04-2022 03:00,04-21-2022 21:00,21-04-2022 21:50,Kolkata,558,SEXUAL ASSAULT,65,F,Poison,Violent Crime,12,Yes,01-01-2024 03:00
2663,22-04-2022 19:00,04-21-2022 22:00,22-04-2022 18:34,Visakhapatnam,333,BURGLARY,21,X,Other,Other Crime,11,No,
2664,23-04-2022 15:00,04-21-2022 23:00,22-04-2022 07:02,Ahmedabad,479,DRUG OFFENSE,66,X,Poison,Other Crime,12,Yes,01-05-2022 15:00
2665,22-04-2022 11:00,04-22-2022 00:00,22-04-2022 12:51,Delhi,533,ROBBERY,18,X,None,Violent Crime,15,Yes,04-06-2022 11:00
2666,22-04-2022 09:00,04-22-2022 01:00,22-04-2022 20:46,Hyderabad,382,ROBBERY,43,X,None,Violent Crime,1,Yes,26-08-2022 09:00
2667,24-04-2022 19:00,04-22-2022 02:00,22-04-2022 08:13,Ghaziabad,299,DRUG OFFENSE,10,X,Poison,Other Crime,7,Yes,27-05-2022 19:00
2668,23-04-2022 06:00,04-22-2022 03:00,22-04-2022 16:42,Jaipur,411,PUBLIC INTOXICATION,44,X,Firearm,Other Crime,17,No,
2669,23-04-2022 12:00,04-22-2022 04:00,23-04-2022 01:53,Varanasi,494,DOMESTIC VIOLENCE,23,X,Knife,Violent Crime,7,No,
2670,23-04-2022 09:00,04-22-2022 05:00,22-04-2022 20:15,Bangalore,519,FIREARM OFFENSE,14,X,Firearm,Fire Accident,7,Yes,01-05-2022 09:00
2671,24-04-2022 06:00,04-22-2022 06:00,22-04-2022 16:00,Hyderabad,246,ILLEGAL POSSESSION,59,F,Other,Other Crime,6,No,
2672,25-04-2022 00:00,04-22-2022 07:00,22-04-2022 22:04,Mumbai,370,HOMICIDE,76,X,Firearm,Other Crime,1,Yes,20-12-2022 00:00
2673,24-04-2022 02:00,04-22-2022 08:00,22-04-2022 21:39,Bangalore,581,SHOPLIFTING,59,X,Other,Other Crime,14,Yes,25-06-2022 02:00
2674,24-04-2022 21:00,04-22-2022 09:00,23-04-2022 04:35,Ahmedabad,409,VANDALISM,29,M,Poison,Other Crime,16,No,
2675,25-04-2022 05:00,04-22-2022 10:00,23-04-2022 06:05,Ahmedabad,475,ASSAULT,71,F,Poison,Violent Crime,9,No,
2676,25-04-2022 10:00,04-22-2022 11:00,23-04-2022 06:01,Jaipur,135,VANDALISM,35,F,Blunt Object,Other Crime,13,No,
2677,23-04-2022 10:00,04-22-2022 12:00,23-04-2022 01:18,Varanasi,445,TRAFFIC VIOLATION,65,M,Blunt Object,Traffic Fatality,19,Yes,16-05-2022 10:00
2678,24-04-2022 04:00,04-22-2022 13:00,22-04-2022 18:08,Chennai,502,DRUG OFFENSE,70,F,Firearm,Other Crime,8,Yes,23-06-2022 04:00
2679,24-04-2022 22:00,04-22-2022 14:00,23-04-2022 09:31,Ghaziabad,348,PUBLIC INTOXICATION,76,F,Poison,Other Crime,2,No,
2680,25-04-2022 00:00,04-22-2022 15:00,23-04-2022 04:25,Surat,356,FRAUD,74,X,Explosives,Other Crime,19,No,
2681,24-04-2022 23:00,04-22-2022 16:00,22-04-2022 22:28,Ahmedabad,195,KIDNAPPING,68,X,Knife,Other Crime,3,Yes,17-07-2022 23:00
2682,24-04-2022 07:00,04-22-2022 17:00,23-04-2022 07:26,Bangalore,286,ROBBERY,78,X,Firearm,Violent Crime,17,No,
2683,23-04-2022 15:00,04-22-2022 18:00,23-04-2022 17:36,Bangalore,286,ROBBERY,31,F,Blunt Object,Violent Crime,16,No,
2684,23-04-2022 14:00,04-22-2022 19:00,23-04-2022 12:04,Kalyan,513,HOMICIDE,66,X,Firearm,Other Crime,15,Yes,14-03-2024 14:00
2685,23-04-2022 07:00,04-22-2022 20:00,23-04-2022 07:09,Delhi,289,PUBLIC INTOXICATION,76,M,Knife,Other Crime,18,Yes,22-05-2022 07:00
2686,24-04-2022 02:00,04-22-2022 21:00,23-04-2022 03:31,Bangalore,246,CYBERCRIME,40,F,Firearm,Other Crime,15,No,
2687,23-04-2022 15:00,04-22-2022 22:00,23-04-2022 13:41,Varanasi,295,VANDALISM,56,X,None,Other Crime,17,No,
2688,23-04-2022 19:00,04-22-2022 23:00,23-04-2022 21:58,Hyderabad,451,TRAFFIC VIOLATION,65,M,Other,Traffic Fatality,1,No,
2689,23-04-2022 13:00,04-23-2022 00:00,23-04-2022 07:35,Varanasi,452,ARSON,31,M,Knife,Fire Accident,9,Yes,25-06-2022 13:00
2690,25-04-2022 18:00,04-23-2022 01:00,23-04-2022 17:28,Bangalore,470,ARSON,49,M,Poison,Fire Accident,3,Yes,01-06-2022 18:00
2691,23-04-2022 21:00,04-23-2022 02:00,23-04-2022 15:42,Ahmedabad,320,IDENTITY THEFT,12,F,Knife,Violent Crime,17,Yes,13-07-2022 21:00
2692,23-04-2022 07:00,04-23-2022 03:00,24-04-2022 00:47,Mumbai,481,KIDNAPPING,47,M,Firearm,Other Crime,14,Yes,19-05-2022 07:00
2693,24-04-2022 22:00,04-23-2022 04:00,23-04-2022 16:37,Bangalore,499,HOMICIDE,64,X,Firearm,Other Crime,18,No,
2694,23-04-2022 13:00,04-23-2022 05:00,24-04-2022 02:43,Ahmedabad,538,HOMICIDE,64,M,None,Other Crime,4,No,
2695,25-04-2022 23:00,04-23-2022 06:00,23-04-2022 06:39,Delhi,235,PUBLIC INTOXICATION,78,M,Knife,Other Crime,10,Yes,17-05-2022 23:00
2696,24-04-2022 03:00,04-23-2022 07:00,24-04-2022 03:05,Chennai,163,ILLEGAL POSSESSION,76,M,Blunt Object,Other Crime,15,Yes,20-05-2022 03:00
2697,24-04-2022 04:00,04-23-2022 08:00,23-04-2022 13:04,Kolkata,153,DRUG OFFENSE,78,M,Firearm,Other Crime,10,No,
2698,23-04-2022 20:00,04-23-2022 09:00,23-04-2022 14:31,Patna,134,PUBLIC INTOXICATION,73,F,Poison,Other Crime,10,No,
2699,26-04-2022 04:00,04-23-2022 10:00,24-04-2022 07:59,Indore,312,DRUG OFFENSE,30,M,Poison,Other Crime,9,No,
2700,25-04-2022 16:00,04-23-2022 11:00,23-04-2022 16:28,Delhi,455,DRUG OFFENSE,70,X,Explosives,Other Crime,18,Yes,03-05-2022 16:00
2701,23-04-2022 17:00,04-23-2022 12:00,23-04-2022 14:22,Kalyan,252,PUBLIC INTOXICATION,51,X,Knife,Other Crime,16,No,
2702,24-04-2022 17:00,04-23-2022 13:00,24-04-2022 02:10,Indore,374,FIREARM OFFENSE,78,M,Explosives,Fire Accident,9,Yes,18-05-2022 17:00
2703,25-04-2022 19:00,04-23-2022 14:00,23-04-2022 18:15,Thane,161,FIREARM OFFENSE,59,X,Firearm,Fire Accident,16,No,
2704,24-04-2022 20:00,04-23-2022 15:00,24-04-2022 10:18,Hyderabad,139,PUBLIC INTOXICATION,24,X,Firearm,Other Crime,11,No,
2705,25-04-2022 15:00,04-23-2022 16:00,23-04-2022 22:03,Kolkata,109,PUBLIC INTOXICATION,40,M,Firearm,Other Crime,1,No,
2706,24-04-2022 05:00,04-23-2022 17:00,24-04-2022 12:54,Lucknow,368,DOMESTIC VIOLENCE,72,M,Blunt Object,Violent Crime,6,Yes,03-07-2022 05:00
2707,24-04-2022 01:00,04-23-2022 18:00,23-04-2022 22:21,Vasai,537,PUBLIC INTOXICATION,35,X,Firearm,Other Crime,19,Yes,07-05-2022 01:00
2708,26-04-2022 18:00,04-23-2022 19:00,24-04-2022 00:58,Delhi,356,ILLEGAL POSSESSION,49,F,Explosives,Other Crime,5,No,
2709,25-04-2022 05:00,04-23-2022 20:00,23-04-2022 21:32,Bangalore,202,KIDNAPPING,35,X,Knife,Other Crime,19,Yes,27-05-2022 05:00
2710,24-04-2022 20:00,04-23-2022 21:00,23-04-2022 21:25,Ahmedabad,156,SHOPLIFTING,19,M,Other,Other Crime,15,Yes,25-06-2022 20:00
2711,26-04-2022 13:00,04-23-2022 22:00,24-04-2022 07:52,Hyderabad,172,ILLEGAL POSSESSION,37,F,Explosives,Other Crime,2,No,
2712,24-04-2022 08:00,04-23-2022 23:00,24-04-2022 02:13,Lucknow,204,ROBBERY,24,F,Knife,Violent Crime,14,No,
2713,25-04-2022 02:00,04-24-2022 00:00,24-04-2022 08:05,Delhi,561,VEHICLE - STOLEN,35,F,Firearm,Violent Crime,12,No,
2714,25-04-2022 11:00,04-24-2022 01:00,24-04-2022 14:12,Kolkata,186,KIDNAPPING,45,F,Blunt Object,Other Crime,14,No,
2715,24-04-2022 13:00,04-24-2022 02:00,24-04-2022 22:52,Delhi,468,ILLEGAL POSSESSION,59,F,Poison,Other Crime,16,Yes,08-05-2022 13:00
2716,25-04-2022 03:00,04-24-2022 03:00,24-04-2022 09:31,Mumbai,492,FIREARM OFFENSE,54,M,Knife,Fire Accident,15,No,
2717,27-04-2022 01:00,04-24-2022 04:00,24-04-2022 09:18,Delhi,159,TRAFFIC VIOLATION,49,M,None,Traffic Fatality,2,No,
2718,25-04-2022 16:00,04-24-2022 05:00,24-04-2022 16:37,Ahmedabad,366,DRUG OFFENSE,35,M,Knife,Other Crime,10,No,
2719,26-04-2022 00:00,04-24-2022 06:00,25-04-2022 00:33,Bangalore,278,TRAFFIC VIOLATION,40,M,None,Traffic Fatality,2,No,
2720,25-04-2022 02:00,04-24-2022 07:00,24-04-2022 11:14,Nashik,312,DRUG OFFENSE,48,M,Knife,Other Crime,7,No,
2721,26-04-2022 15:00,04-24-2022 08:00,24-04-2022 12:20,Mumbai,130,CYBERCRIME,53,X,Firearm,Other Crime,12,No,
2722,24-04-2022 10:00,04-24-2022 09:00,24-04-2022 17:41,Ludhiana,491,TRAFFIC VIOLATION,38,F,Blunt Object,Traffic Fatality,15,Yes,18-05-2022 10:00
2723,24-04-2022 19:00,04-24-2022 10:00,24-04-2022 12:14,Chennai,224,VEHICLE - STOLEN,48,X,Poison,Violent Crime,3,No,
2724,26-04-2022 20:00,04-24-2022 11:00,24-04-2022 14:42,Hyderabad,568,ARSON,30,X,Blunt Object,Fire Accident,2,Yes,21-05-2022 20:00
